fName,date,name,title,nWordsReport,nWordsCalc,distinctWords
Indobit-A-NYT1980_1-500-9.txt,"june 4, 1980",Edwina Williams Is Dead at 95,Edwina Williams Is Dead at 95; Mother of Tennessee Williams,188,210,125
Indobit-A-NYT1984_1-500-356.txt,"march 20, 1984",Dr,Dr,158,172,95
Indobit-A-NYT1981 - April 1 - June 30-290.txt,"may 28, 1981",MARTIN O. WALDRON IS DEAD AT 56,MARTIN O. WALDRON IS DEAD AT 56; REPORTING LED TO A PULITZER PRIZE,574,137,87
Indobit-A-NYT1984_501-1000-237.txt,"june 19, 1984",Robert M. Brush Dies at 70,Robert M. Brush Dies at 70; Executive in Hotel Industry,141,169,102
Indobit-A-NYT1981 - Jan 1 - March 31-260.txt,"february 25, 1981",JOHN MOORE CABOT IS DEAD AT 79,JOHN MOORE CABOT IS DEAD AT 79; U.S. AMBASSADOR TO 5 COUNTRIES,585,597,312
Indobit-A-NYT1984_501-1000-153.txt,"may 30, 1984",,,185,198,107
Indobit-A-NYT1985 - July 1 - Sep 30-117.txt,"july 24, 1985",ALVAH BESSIE IS DEAD AT 81,ALVAH BESSIE IS DEAD AT 81; MEMBER OF THE HOLLYWOOD 10,411,472,264
Indobit-A-NYT1983 - July 1 - Sep 30-108.txt,"july 27, 1983",Erwin S. Barrie Dies at 97,Erwin S. Barrie Dies at 97; Led Grand Central Galleries,178,184,111
Indobit-A-NYT1986_1001-1500-4.txt,"april 27, 1986",Dr. James P. Marr Dies at 88,Dr. James P. Marr Dies at 88; A Gynecologist in Manhattan,183,210,120
Indobit-A-NYT1986_1001-1500-125.txt,"may 31, 1986",DONALD S. KLOPFER DIES AT 84,DONALD S. KLOPFER DIES AT 84; CO-FOUNDER OF RANDOM HOUSE,482,560,296
Indobit-A-NYT1983 - April 1 - June 30-98.txt,"april 23, 1983",Elizabeth Landreth Dies at 62,Elizabeth Landreth Dies at 62; International Relief Organizer,181,204,120
Indobit-A-NYT1983 - Oct 1 - Dec 31-327.txt,"december 9, 1983",SamuelNaples,"SamuelNaples,ElectionAide A",114,133,87
Indobit-A-NYT1985 - Jan 1 - March 31-251.txt,"february 25, 1985",Irwin R. Blacker Dies at 65,Irwin R. Blacker Dies at 65; Author Taught Screenwriting,175,210,125
Indobit-A-NYT1986_501-1000-29.txt,"september 2, 1986",Goffredo Parise Dead at 57,Goffredo Parise Dead at 57; Published in Italy and U.S.,158,191,122
Indobit-A-NYT1984_501-1000-492.txt,"august 21, 1984",Ted Brown Dies at 78,Ted Brown Dies at 78; Ohio Secretary of State,139,171,108
Indobit-A-NYT1981 - July 1 - Sep 30-302.txt,"september 2, 1981",VERA-ELLEN,"VERA-ELLEN, DANCER IN MOVIES",332,393,217
Indobit-A-NYT1984_501-1000-214.txt,"june 15, 1984",GEORGE A. SPATER DIES AT 75,GEORGE A. SPATER DIES AT 75; AUTHOR AND AIRLINE EXECUTIVE,480,535,294
Indobit-A-NYT1984_1-500-407.txt,"april 2, 1984",,,197,235,127
Indobit-A-NYT1983 - Oct 1 - Dec 31-12.txt,"october 3, 1983",,,106,130,83
Indobit-A-NYT1983 - Jan 1 - March 31-407.txt,"march 23, 1983",RAYMOND P. SLOAN DIES AT 90,RAYMOND P. SLOAN DIES AT 90; HOSPITAL MANAGEMENT EXPERT,233,279,147
Indobit-A-NYT1981 - Jan 1 - March 31-330.txt,"march 11, 1981",Dr. Elizabeth R. Daley Dead at 76,Dr. Elizabeth R. Daley Dead at 76; A Specialist in Treating Arthritis,169,177,107
Indobit-A-NYT1987 - Jan 1 - March 31-170.txt,"february 7, 1987",Hugh Johnson Is Dead at 67,Hugh Johnson Is Dead at 67; Publishing House Executive,183,221,127
Indobit-A-NYT1986_501-1000-279.txt,"october 29, 1986",Dr. Raul Trillo Is Dead at 62,Dr. Raul Trillo Is Dead at 62; Former Physician to Castro,192,230,128
Indobit-A-NYT1983 - July 1 - Sep 30-157.txt,"august 8, 1983",Sidney Goldmann Dies at 79,Sidney Goldmann Dies at 79; Jersey Administrative Judge,130,157,97
Indobit-A-NYT1983 - Oct 1 - Dec 31-213.txt,"november 14, 1983",Col. John Roosma Dead at 83,Col. John Roosma Dead at 83; Basketball Star at West Point,190,234,130
Indobit-A-NYT1986_1001-1500-174.txt,"june 11, 1986",MERLE MILLER IS DEAD AT 67,MERLE MILLER IS DEAD AT 67; A NOVELIST AND A BIOGRAPHER,524,608,322
Indobit-A-NYT1986_501-1000-357.txt,"november 15, 1986",William Ridgway Dies at 79,William Ridgway Dies at 79; Former Insurance Executive,178,224,120
Indobit-A-NYT1986_501-1000-1.txt,"august 25, 1986",Fortier,"Fortier, Aide to Reagan, Dies",231,249,136
Indobit-A-NYT1983 - April 1 - June 30-271.txt,"may 27, 1983",Ryotaro Azuma Is Dead at 90,Ryotaro Azuma Is Dead at 90; A Former Governor of Tokyo,129,148,80
Indobit-A-NYT1980_1-500-154.txt,"july 10, 1980",Major Riddle Dies at 73,Major Riddle Dies at 73; Hotel and Casino Owner,183,207,121
Indobit-A-NYT1981 - Jan 1 - March 31-81.txt,"january 16, 1981",DAVID E. LILIENTHAL IS DEAD ATY 81,DAVID E. LILIENTHAL IS DEAD ATY 81; LED U.S. EFFORT IN ATMOIC POWER,2041,934,428
Indobit-A-NYT1986_1-500-335.txt,"march 19, 1986",ROBERT R. MULLEN DEAD AT 77,ROBERT R. MULLEN DEAD AT 77; EISENHOWER AIDE IN '52 RACE,184,207,123
Indobit-A-NYT1983 - Jan 1 - March 31-338.txt,"march 8, 1983",Gerard H. Manges Dead at 48,Gerard H. Manges Dead at 48; A Specialist in Corporate Law,166,193,117
Indobit-A-NYT1986_1-500-199.txt,"february 15, 1986",Edmund Rubbra Dead at 84,Edmund Rubbra Dead at 84; A Prolific English Composer,142,162,103
Indobit-A-NYT1983 - Jan 1 - March 31-200.txt,"february 4, 1983",Albert D. Mehegan Dies at 96,Albert D. Mehegan Dies at 96; Was F.B.I. Agent for 53 Years,165,203,114
Indobit-A-NYT1985 - April 1 - June 30-231.txt,"may 28, 1985",Julian Olevsky Is Dead at 59,Julian Olevsky Is Dead at 59; Was a Violinist and Teacher,175,207,110
Indobit-A-NYT1986_1001-1500-138.txt,"june 3, 1986",JAMES RAINWATER DEAD AT 68,JAMES RAINWATER DEAD AT 68; WON NOBEL FOR ATOM STUDY,300,336,186
Indobit-A-NYT1985 - Oct 1 - Dec 31-111.txt,"october 27, 1985",BLAIR LEE 3D,"BLAIR LEE 3D, 69; EX-MARYLAND AIDE",389,454,237
Indobit-A-NYT1981 - April 1 - June 30-346.txt,"june 6, 1981",CARLETON S. COON IS DEAD AT 76,CARLETON S. COON IS DEAD AT 76; PIONEER IN SOCIAL ANTHROPOLOGY,779,804,378
Indobit-A-NYT1987 - Jan 1 - March 31-60.txt,"january 14, 1987",H. R. Wei Dead at 87,H. R. Wei Dead at 87; Physicist and Diplomat,164,191,110
Indobit-A-NYT1986_1-500-314.txt,"march 15, 1986",Semiramis Alia Is Dead a 58,Semiramis Alia Is Dead a 58; Wife of the Albanian Leader,110,133,80
Indobit-A-NYT1984_501-1000-323.txt,"july 12, 1984",BRASSAI,"BRASSAI, PHOTOGRAPHER OF PARIS NIGHTLIFE, DIES",1009,1138,540
Indobit-A-NYT1985 - Jan 1 - March 31-33.txt,"january 8, 1985",ROBERT WELCH JR. DEAD AT 85,ROBERT WELCH JR. DEAD AT 85; JOHN BIRCH SOCIETY'S FOUNDER,1022,1114,538
Indobit-A-NYT1986_1-500-368.txt,"march 29, 1986",Virginia Gilmore Dead at 66,Virginia Gilmore Dead at 66; Was Stage and Film Actress,200,252,140
Indobit-A-NYT1986_501-1000-364.txt,"november 16, 1986",REPRESENTATIVE JOHN GROTBERG DIES AT 61 AT HIS ILLINOIS HOME,REPRESENTATIVE JOHN GROTBERG DIES AT 61 AT HIS ILLINOIS HOME,536,600,304
Indobit-A-NYT1984_1001-1500-347.txt,"november 14, 1984",CHESTER HIMES DIES AT 75,CHESTER HIMES DIES AT 75; WROTE OF RECISM AND CRIME,448,550,289
Indobit-A-NYT1986_1-500-467.txt,"april 19, 1986",ANDRE AUDINOT IS DEAD AT 52,ANDRE AUDINOT IS DEAD AT 52; PUBLISHED FRENCH NEWSPAPER,131,149,86
Indobit-A-NYT1984_501-1000-188.txt,"june 7, 1984",FUAD MOHIEDDIN DIES AT 58,FUAD MOHIEDDIN DIES AT 58; EGYPTIAN PREMIER SINCE 1982,385,428,222
Indobit-A-NYT1983 - Jan 1 - March 31-392.txt,"march 19, 1983",OBITUARY,OBITUARY,399,425,213
Indobit-A-NYT1987 - Jan 1 - March 31-218.txt,"february 24, 1987",EDWARD LANSDALE DIES AT 79,EDWARD LANSDALE DIES AT 79; ADVISER ON GUERRILLA WARFARE,1113,1206,557
Indobit-A-NYT1984_1001-1500-24.txt,"august 30, 1984",Julie Stevens Is Dead at 67,Julie Stevens Is Dead at 67; Broadway and Radio Actress,165,196,115
Indobit-A-NYT1980_1-500-297.txt,"august 14, 1980",MIKHAIL VODOOPYANOV DIES AT 80,MIKHAIL VODOOPYANOV DIES AT 80; PIONEERED SOVIET ARCTIC AVIATION,417,440,235
Indobit-A-NYT1982_1001-1500-115.txt,"september 16, 1982",,,239,266,149
Indobit-A-NYT1980_501-904-250.txt,"december 3, 1980",JOHN H. RANDALL JR. IS DEAD AT 81,JOHN H. RANDALL JR. IS DEAD AT 81; PHILOSOPHER TAUGHT AT COLUMBIA,418,427,234
Indobit-A-NYT1983 - April 1 - June 30-115.txt,"april 27, 1983",SUZANNE LA FOLLETTE IS DEAD AT 89,"SUZANNE LA FOLLETTE IS DEAD AT 89; WRITER, EDITOR AND EARLY FEMINIST",383,431,230
Indobit-A-NYT1983 - July 1 - Sep 30-259.txt,"august 30, 1983",Jules N. Bloch Is Dead at 64,Jules N. Bloch Is Dead at 64; PartnerinNewYorkLawFirm,174,216,111
Indobit-A-NYT1983 - April 1 - June 30-320.txt,"june 7, 1983",JAMES E. CASEY IS DEAD AT 95,JAMES E. CASEY IS DEAD AT 95; STARTED UNITED PARCEL SERVICE,689,741,363
Indobit-A-NYT1985 - July 1 - Sep 30-383.txt,"september 17, 1985",Edwin V. Huggins Dies at 77,Edwin V. Huggins Dies at 77; Ex-Westinghouse Executive,174,205,116
Indobit-A-NYT1986_501-1000-172.txt,"october 6, 1986",Lloyd Walser Is Dead at 49,Lloyd Walser Is Dead at 49; A Chorus Leader at the Met,179,209,112
Indobit-A-NYT1983 - July 1 - Sep 30-348.txt,"september 20, 1983",CHARLES GOMBAULT DIES AT 76,CHARLES GOMBAULT DIES AT 76; LEADER IN FRENCH JOURNALISM,401,443,223
Indobit-A-NYT1985 - Oct 1 - Dec 31-114.txt,"october 27, 1985",MORTON DOWNEY DIES AT 83,MORTON DOWNEY DIES AT 83; POPULAR TENOR IN RADIO ERA,663,789,388
Indobit-A-NYT1982_1-500-259.txt,"february 22, 1982",,,314,364,204
Indobit-A-NYT1985 - April 1 - June 30-202.txt,"may 18, 1985",C. Melvin Patrick Dies at 70 Aide to Borough Presidents,C. Melvin Patrick Dies at 70 Aide to Borough Presidents,131,143,93
Indobit-A-NYT1983 - July 1 - Sep 30-122.txt,"july 31, 1983",LYNN FONTANNE IS DEAD AT 95,LYNN FONTANNE IS DEAD AT 95; A STAR WITH LUNT FOR 37 YEARS,2107,2376,1000
Indobit-A-NYT1986_1-500-416.txt,"april 9, 1986",SARA FREDERICKS 83,"SARA FREDERICKS 83, RETAILER OF DESIGNER CLOTHES, IS DEAD",466,565,292
Indobit-A-NYT1987 - Jan 1 - March 31-64.txt,"january 15, 1987",Stan Steiner Is Dead at 62,"Stan Steiner Is Dead at 62; Author, Consultant, Teacher",164,198,109
Indobit-A-NYT1985 - Jan 1 - March 31-147.txt,"february 1, 1985",James O. Welch Dies at 79,James O. Welch Dies at 79; Founder of Candy Company,174,218,117
Indobit-A-NYT1987 - Jan 1 - March 31-343.txt,"march 25, 1987",EDWARD LAMB IS DEAD AT 84,EDWARD LAMB IS DEAD AT 84; MILLIONAIRE AND LABOR LAWYER,586,673,345
Indobit-A-NYT1985 - Oct 1 - Dec 31-33.txt,"october 8, 1985",NELSON RIDDLE IS DEAD AT 64,NELSON RIDDLE IS DEAD AT 64; ORCHESTRATED SINATRA SONGS,504,582,302
Indobit-A-NYT1981 - Jan 1 - March 31-413.txt,"march 26, 1981",DR. EDWARD LASKER IS DEAD AT 95,DR. EDWARD LASKER IS DEAD AT 95; 5-TIME U.S. OPEN CHESS WINNER,303,334,183
Indobit-A-NYT1985 - Jan 1 - March 31-64.txt,"january 13, 1985",CHARLES E. KELLY DIES AT 64,CHARLES E. KELLY DIES AT 64; A WINNER OF MEDAL OF HONOR,444,541,298
Indobit-A-NYT1983 - Jan 1 - March 31-66.txt,"january 12, 1983",ELLIOTT V. BELL IS DEAD AT 80,ELLIOTT V. BELL IS DEAD AT 80; EX-EDITOR OF BUSINESS WEEK,561,644,308
Indobit-A-NYT1982_1001-1500-141.txt,"september 22, 1982",Peter Cusick Is Dead at 72,Peter Cusick Is Dead at 72; A Foreign Affairs Consultant,158,166,95
Indobit-A-NYT1984_1-500-277.txt,"march 2, 1984",,,203,217,122
Indobit-A-NYT1983 - July 1 - Sep 30-352.txt,"september 20, 1983",Clare McLean Is Dead at 90,Clare McLean Is Dead at 90; Widow of Ex-A.P. President,184,224,123
Indobit-A-NYT1985 - July 1 - Sep 30-48.txt,"july 10, 1985",CHARLOTTE,"CHARLOTTE, LONGTIME LUXEMBOURG RULER, DIES",821,898,450
Indobit-A-NYT1981 - July 1 - Sep 30-247.txt,"august 22, 1981",HUNG-HSUN LING DEAD AT 87,HUNG-HSUN LING DEAD AT 87; PIONEER IN CHINESE RAILROADS,442,449,229
Indobit-A-NYT1982_1001-1500-179.txt,"october 2, 1982",R. CONRAD COOPER DIES AT 79,R. CONRAD COOPER DIES AT 79: EX-STEEL INDUSTRY NEGOTIATOR,478,512,280
Indobit-A-NYT1982_1-500-59.txt,"january 14, 1982",,,349,395,220
Indobit-A-NYT1987 - April 1 - June 30-272.txt,"may 31, 1987",FRAND CARLSON DIES AT 94,FRAND CARLSON DIES AT 94; SERVED 3 TERMS AS SENATOR FROM KANSAS,481,551,271
Indobit-A-NYT1983 - Oct 1 - Dec 31-132.txt,"october 27, 1983",,,172,218,123
Indobit-A-NYT1982_1501-1630-20.txt,"december 11, 1982",FREEMAN F. GOSDEN IS DEAD AT 83,FREEMAN F. GOSDEN IS DEAD AT 83; AMOS IN RADIO'S 'AMOS 'N ANDY',920,380,197
Indobit-A-NYT1987 - Jan 1 - March 31-180.txt,"february 10, 1987",Carlos Clarens Is Dead at 56,Carlos Clarens Is Dead at 56; Movie Historian and Author,180,201,120
Indobit-A-NYT1983 - July 1 - Sep 30-6.txt,"july 2, 1983",Dr. Nathan Halper Dies at 75,Dr. Nathan Halper Dies at 75; An Authority on James Joyce,207,210,121
Indobit-A-NYT1986_1-500-496.txt,"april 26, 1986",Alec Ulmann Is Dead at 82,Alec Ulmann Is Dead at 82; Pioneer in Sports Car Racing,223,261,161
Indobit-A-NYT1983 - Oct 1 - Dec 31-147.txt,"october 31, 1983",LILLIAN CARTER IS DEAT AT 85,LILLIAN CARTER IS DEAT AT 85; MOTHER OF THE 39TH PRESIDENT,1277,1539,677
Indobit-A-NYT1986_1-500-483.txt,"april 23, 1986",Richard Moores Dies at 77,Richard Moores Dies at 77; Drew 'Gasoline Alley' Strip,175,224,127
Indobit-A-NYT1985 - Jan 1 - March 31-199.txt,"february 15, 1985",Franklin Ashley Is Dead at 69,Franklin Ashley Is Dead at 69; Plastic Surgeon to Famous,214,250,151
Indobit-A-NYT1984_501-1000-347.txt,"july 18, 1984",Samuel D. Lipton Dies at 68,Samuel D. Lipton Dies at 68; Psychoanalyst and Professor,149,176,90
Indobit-A-NYT1983 - Jan 1 - March 31-304.txt,"february 28, 1983",Pola Kostrukoff Is Dead at 83,Pola Kostrukoff Is Dead at 83; Prominent Fashion Designer,140,158,94
Indobit-A-NYT1987 - Jan 1 - March 31-254.txt,"march 3, 1987",RANDOLPH SCOTT IS DEAD AT 89,RANDOLPH SCOTT IS DEAD AT 89; LACONIC COWBOY-FILM ACTOR,660,826,409
Indobit-A-NYT1982_1-500-443.txt,"april 7, 1982",EX-JUSTICE ABE FORTAS DIES AT 71,EX-JUSTICE ABE FORTAS DIES AT 71; SHAPED HISTORIC RULINGS ON RIGHTS,2097,2231,879
Indobit-A-NYT1985 - Jan 1 - March 31-34.txt,"january 9, 1985",Prof. J.P. Elder Is Dead at 71,Prof. J.P. Elder Is Dead at 71; Teacher and Dean at Harvard,166,200,114
Indobit-A-NYT1981 - Jan 1 - March 31-167.txt,"february 3, 1981",DOUGLAS,"DOUGLAS, WHOSE DC-3 OPENED ERA OF MASS AIRLINE TRAVEL, DIES AT 88",885,960,466
Indobit-A-NYT1986_501-1000-410.txt,"november 26, 1986",Sidney Goldstein Dies at 80,"Sidney Goldstein Dies at 80, Ex-Counsel of Port Authority",164,192,108
Indobit-A-NYT1986_1001-1500-436.txt,"august 10, 1986",Harry J. Doyle Is Dead at 67,Harry J. Doyle Is Dead at 67; A Former Revlon Executive,139,167,100
Indobit-A-NYT1981 - Oct 1 - Dec 31-432.txt,"december 30, 1981",DR. PHILIP HANDLER IS DEAD AT 64,DR. PHILIP HANDLER IS DEAD AT 64; EX-HEAD OF ACADEMY OF SCIENCES,1010,1037,481
Indobit-A-NYT1980_1-500-346.txt,"august 26, 1980",Darrell Booth Dies at 53,Darrell Booth Dies at 53; Built a Camping System,181,184,101
Indobit-A-NYT1980_1-500-272.txt,"august 7, 1980",Charles F. Bomer Is Dead at 89,Charles F. Bomer Is Dead at 89; Former Vincent Astor Associate,151,164,101
Indobit-A-NYT1982_1-500-317.txt,"march 12, 1982",,,124,145,86
Indobit-A-NYT1981 - Jan 1 - March 31-49.txt,"january 9, 1981",SSS,"SSS/Obit Page; Devin Adair Garrity Is Dead at 75; President of Publishing Company",151,166,99
Indobit-A-NYT1982_1001-1500-336.txt,"november 6, 1982",Dr. George Winter Dies at 75,Dr. George Winter Dies at 75; Structural Engineering Expert,149,156,82
Indobit-A-NYT1981 - April 1 - June 30-48.txt,"april 10, 1981",SSS,"SSS/Obit Page; Charles Schnurmacher, 75, Dies;",113,110,67
Indobit-A-NYT1984_1-500-157.txt,"february 6, 1984",Duke of Beaufort Dies at 83,Duke of Beaufort Dies at 83; Renowned as a Fox Hunter,173,210,130
Indobit-A-NYT1985 - April 1 - June 30-236.txt,"may 30, 1985",W.C. Christianson Dies at 92,W.C. Christianson Dies at 92; Judge on Nuremberg Tribunal,166,186,120
Indobit-A-NYT1983 - July 1 - Sep 30-137.txt,"august 2, 1983",JOHN S. TENNANT 2D,"JOHN S. TENNANT 2D, COUNSEL FOR UNITED STATES STEEL, DIES",287,346,169
Indobit-A-NYT1982_1-500-129.txt,"january 26, 1982",SENIOR OFFICIAL DIES IN 17-STORY PLUNGE FROM U.N. BUILDING,SENIOR OFFICIAL DIES IN 17-STORY PLUNGE FROM U.N. BUILDING,401,423,231
Indobit-A-NYT1986_1001-1500-496.txt,"august 24, 1986",Walter Brooke Is Dead at 71,"Walter Brooke Is Dead at 71; A Stage, Movie and TV Actor",189,235,129
Indobit-A-NYT1980_1-500-252.txt,"august 2, 1980",,,313,372,178
Indobit-A-NYT1982_501-1000-384.txt,"july 25, 1982",Henry Lenoir Is Dead at 69,Henry Lenoir Is Dead at 69; A Retired Official of Y.M.C.A.,184,207,112
Indobit-A-NYT1983 - Oct 1 - Dec 31-153.txt,"november 2, 1983",WEDNESDAY,"WEDNESDAY, NOVEMBER 2, 1983 International",871,940,501
Indobit-A-NYT1982_1-500-133.txt,"january 27, 1982",EDWIN B. DOOLEY IS DEAD AT 76,EDWIN B. DOOLEY IS DEAD AT 76; HEADED ATHLETIC COMMISSION,459,481,255
Indobit-A-NYT1983 - July 1 - Sep 30-317.txt,"september 14, 1983",Rabbi,Rabbi,115,130,74
Indobit-A-NYT1985 - Jan 1 - March 31-334.txt,"march 18, 1985",WILLIAM E. FARRELL DIES AT 48,WILLIAM E. FARRELL DIES AT 48; A TIMES REPORTER AND EDITOR,743,517,292
Indobit-A-NYT1986_1-500-190.txt,"february 13, 1986",FRANK HERBERT IS DEAD AT 65,FRANK HERBERT IS DEAD AT 65; AUTHOR OF THE 'DUNE' NOVELS,364,438,233
Indobit-A-NYT1986_1-500-309.txt,"march 15, 1986",SIR HUW WHELDON DIES AT 69,SIR HUW WHELDON DIES AT 69; FORMER DIRECTOR OF THE BBC,403,457,219
Indobit-A-NYT1983 - Oct 1 - Dec 31-354.txt,"december 17, 1983",EllisVanRiperIsDead,EllisVanRiperIsDead; Led T.W.U. Local 100,131,169,104
Indobit-A-NYT1987 - April 1 - June 30-309.txt,"june 6, 1987",OLDEST VETERAN IN U.S. DEAD AT 107 IN ILLINOIS,OLDEST VETERAN IN U.S. DEAD AT 107 IN ILLINOIS,204,250,136
Indobit-A-NYT1984_1-500-220.txt,"february 20, 1984",Harold Koontz Is Dead at 75,Harold Koontz Is Dead at 75; Gave Advice on Management,168,190,119
Indobit-A-NYT1983 - Jan 1 - March 31-325.txt,"march 5, 1983",OBITUARY,"OBITUARY; Robert J. Trainor Dies; A State Justice 9 Years",195,224,122
Indobit-A-NYT1983 - July 1 - Sep 30-296.txt,"september 7, 1983",,,325,340,194
Indobit-A-NYT1981 - Jan 1 - March 31-384.txt,"march 21, 1981",Gerald ,"Gerald (Gee) Walker, Outfielder In Major Leagues for 15 Seasons",137,160,100
Indobit-A-NYT1986_1501-1568-12.txt,"december 22, 1986",HULAN E. JACK DIES AT 79,HULAN E. JACK DIES AT 79; EX-POLITICIAN IN HARLEM,869,977,473
Indobit-A-NYT1986_501-1000-259.txt,"october 25, 1986",,,666,750,373
Indobit-A-NYT1985 - Jan 1 - March 31-87.txt,"january 19, 1985",Joseph Simonson Dies at 80,Joseph Simonson Dies at 80; An Ex-U.S. Envoy to Ethiopia,157,180,98
Indobit-A-NYT1986_501-1000-69.txt,"september 9, 1986",George Gipe Is Dead at 53,George Gipe Is Dead at 53; A Film and Television Writer,175,206,127
Indobit-A-NYT1986_501-1000-416.txt,"november 27, 1986",Josef C. Dine Is Dead at 74,Josef C. Dine Is Dead at 74; Worked in Public Relations,159,187,101
Indobit-A-NYT1985 - July 1 - Sep 30-225.txt,"august 14, 1985",Yankees,Yankees' Sheehy Dies,193,253,140
Indobit-A-NYT1985 - Jan 1 - March 31-17.txt,"january 5, 1985",LLOYD G. SEALY IS DEAD AT 69,LLOYD G. SEALY IS DEAD AT 69; HELD HIGH POSTS WITH POLICE,753,834,415
Indobit-A-NYT1984_1001-1500-117.txt,"september 24, 1984",Fritz Bamberger Dies at 82,Fritz Bamberger Dies at 82; Was German Jewish Scholar,199,232,136
Indobit-A-NYT1981 - Oct 1 - Dec 31-428.txt,"december 29, 1981",GEORGE STODDARD DIES AT 84,GEORGE STODDARD DIES AT 84; EDUCATOR LED 4 UNIVERSITIES,1003,1008,477
Indobit-A-NYT1983 - Oct 1 - Dec 31-410.txt,"december 31, 1983",Dr.FloydH.Black,"Dr.FloydH.Black,95,Headed CollegesinIstanbulandSofia",114,134,75
Indobit-A-NYT1981 - Oct 1 - Dec 31-174.txt,"november 3, 1981",ROBERT F. DE GRAFF DIES AT 86,ROBERT F. DE GRAFF DIES AT 86; WAS POCKET BOOKS FOUNDER,515,535,306
Indobit-A-NYT1986_1001-1500-32.txt,"may 6, 1986",Judge Mary Kohler Dies at 82,Judge Mary Kohler Dies at 82,217,246,130
Indobit-A-NYT1984_1001-1500-64.txt,"september 10, 1984",J. ROBERT FLUOR IS DEAD AT 62,J. ROBERT FLUOR IS DEAD AT 62; BUILDER OF ENERGY COMPLEXES,478,535,271
Indobit-A-NYT1985 - July 1 - Sep 30-301.txt,"august 30, 1985",Aaron Marc Stein Dies at 79,Aaron Marc Stein Dies at 79; Writer of 100 Mystery Novels,149,175,113
Indobit-A-NYT1986_1-500-203.txt,"february 17, 1986",HARRY VAN ARSDALE JR. DIES AT 80,HARRY VAN ARSDALE JR. DIES AT 80; LED CITY'S CENTRAL LABOR COUNCIL,1455,1630,715
Indobit-A-NYT1981 - Jan 1 - March 31-118.txt,"january 25, 1981",CONSERVATION,"CONSERVATION'uf814Harold K. Hochschild, the former head of a large metals company and an active Adirondacks historian and conservationist, died Friday night at Columbia Presbyterian Medical Center after an eight-month illness. He was 88 years old and lived in Blue Mountain Lake, N.Y., and New York City.",609,638,303
Indobit-A-NYT1986_501-1000-481.txt,"december 13, 1986",SIR ROGER JACKLING DIES AT 73,SIR ROGER JACKLING DIES AT 73; WAS A TOP BRITISH DIPLOMAT,356,413,200
Indobit-A-NYT1984_1001-1500-369.txt,"november 19, 1984",Dr. Haim Blanc Dies at 58,Dr. Haim Blanc Dies at 58; An Israeli Professor of Arabic,161,186,103
Indobit-A-NYT1984_1-500-206.txt,"february 17, 1984",NICHOLAS MARTIANOFF IS DEAD INCITY AT 90,NICHOLAS MARTIANOFF IS DEAD INCITY AT 90; A RUSSIAN PUBLISHER,227,239,136
Indobit-A-NYT1981 - Oct 1 - Dec 31-372.txt,"december 16, 1981",DEWEY ,"DEWEY (PIGMEAT) MARKHAM, VAUDVILLE AND TV COMEDIAN",347,379,210
Indobit-A-NYT1984_1-500-213.txt,"february 18, 1984",William Polisi Is Dead at 76,William Polisi Is Dead at 76; Ex-Philharmonic Bassoonist,169,196,118
Indobit-A-NYT1986_1-500-317.txt,"march 15, 1986",Allene T. Plaut Is Dead at 83,Allene T. Plaut Is Dead at 83; Ex-Associate Editor of Vogue,171,200,110
Indobit-A-NYT1986_1501-1568-22.txt,"december 26, 1986",Helen Thurber Is Dead at 84,Helen Thurber Is Dead at 84; Edited Writings of Husband,144,171,102
Indobit-A-NYT1982_1001-1500-137.txt,"september 22, 1982",JOHN A. TOWNSLEY DEAD AT 55,JOHN A. TOWNSLEY DEAD AT 55; NATIONAL PARK SERVICE OFFICIAL,490,499,251
Indobit-A-NYT1985 - Jan 1 - March 31-124.txt,"january 27, 1985",WILLIAM J. DEVINE DEAD AT 55,WILLIAM J. DEVINE DEAD AT 55; A FORMER CITY POLICE OFFICIAL,494,590,286
Indobit-A-NYT1981 - July 1 - Sep 30-135.txt,"july 29, 1981",WYLER IS DEAD AT 79,WYLER IS DEAD AT 79; DIRECTOR HAD WON 3 ACADEMY AWARDS,1413,1659,708
Indobit-A-NYT1987 - Jan 1 - March 31-250.txt,"march 2, 1987",FREDDIE GREEN IS DEAD AT 75,FREDDIE GREEN IS DEAD AT 75; GUITARIST IN COUNT BASIE BAND,275,325,185
